COD_BASE,COD_VER_EXEC,COD_CUBE,DATA_EXEC,CUBE_START_TIME,CUBE_END_TIME,SELECT_TIME,WRITE_TIME,TOTAL_TIME,TUPLAS_GRAVADAS,VALORES_GRAVADOS,REGISTROS_SELECIONADOS
1,17,0000,2024-03-07 00:00,2025-02-05 02:46:03,2025-02-05 02:48:42,93.60,62.40,156.00,1238434,12384340,19572159
1,18,0001,2024-03-11 00:00,2025-02-05 02:48:43,2025-02-05 02:48:56,7.12,4.75,11.87,40938,409380,6536697
1,18,0002,2024-03-11 00:00,2025-02-05 02:48:56,2025-02-05 02:49:32,20.78,13.85,34.63,339603,3396030,6536697
1,18,0003,2024-03-11 00:00,2025-02-05 02:49:32,2025-02-05 02:51:20,64.50,43.00,107.51,857355,8573550,6536697
1,18,0000,2024-03-11 00:00,2025-02-05 02:48:43,2025-02-05 02:51:20,92.40,61.60,154.00,1237896,12378960,19610091
1,19,0001,2024-03-15 00:00,2025-02-05 02:51:22,2025-02-05 02:51:35,7.33,4.89,12.21,40925,409250,6549341
1,19,0002,2024-03-15 00:00,2025-02-05 02:51:35,2025-02-05 02:52:13,21.83,14.55,36.39,339491,3394910,6549341
1,19,0003,2024-03-15 00:00,2025-02-05 02:52:13,2025-02-05 02:54:05,66.97,44.65,111.62,856937,8569370,6549341
1,19,0000,2024-03-15 00:00,2025-02-05 02:51:22,2025-02-05 02:54:05,96.13,64.09,160.22,1237353,12373530,19648023
1,20,0001,2024-03-19 00:00,2025-02-05 02:54:07,2025-02-05 02:54:20,7.18,4.78,11.96,40921,409210,6561985
1,20,0002,2024-03-19 00:00,2025-02-05 02:54:20,2025-02-05 02:54:58,22.52,15.02,37.54,339374,3393740,6561985
1,20,0003,2024-03-19 00:00,2025-02-05 02:54:58,2025-02-05 02:56:52,67.57,45.04,112.61,856530,8565300,6561985
1,20,0000,2024-03-19 00:00,2025-02-05 02:54:07,2025-02-05 02:56:52,97.27,64.84,162.11,1236825,12368250,19685955
1,21,0001,2024-03-23 00:00,2025-02-05 02:56:54,2025-02-05 02:57:07,7.37,4.91,12.28,40915,409150,6574629
1,21,0002,2024-03-23 00:00,2025-02-05 02:57:07,2025-02-05 02:57:47,23.73,15.82,39.55,339250,3392500,6574629
1,21,0003,2024-03-23 00:00,2025-02-05 02:57:48,2025-02-05 02:59:43,68.89,45.93,114.82,856131,8561310,6574629
1,21,0000,2024-03-23 00:00,2025-02-05 02:56:54,2025-02-05 02:59:43,99.99,66.66,166.65,1236296,12362960,19723887
2,1,0001,2024-01-03 00:00,2025-02-05 02:59:45,2025-02-05 02:59:59,7.58,5.05,12.63,41036,410360,6321759
2,1,0002,2024-01-03 00:00,2025-02-05 02:59:59,2025-02-05 03:00:23,13.46,8.97,22.43,342024,3420240,6321759
