COD_BASE;COD_VER_EXEC;COD_CUBE;DATA_EXEC;CUBE_START_TIME;CUBE_END_TIME;SELECT_TIME;WRITE_TIME;TOTAL_TIME;TUPLAS_GRAVADAS;VALORES_GRAVADOS;REGISTROS_SELECIONADOS
1;2;0001;2024-01-07 00:00;2025-01-06 23:48:48;2025-01-06 23:48:53;2,69;1,79;4,48;10540;105400;101150
1;2;0002;2024-01-07 00:00;2025-01-06 23:48:53;2025-01-06 23:49:01;4,15;2,77;6,92;28168;281680;101150
1;2;0003;2024-01-07 00:00;2025-01-06 23:49:02;2025-01-06 23:49:12;5,50;3,67;9,17;41127;411270;101150
1;2;0000;2024-01-07 00:00;2025-01-06 23:48:48;2025-01-06 23:49:12;12,34;8,23;20,57;79835;798350;303450
1;3;0001;2024-01-11 00:00;2025-01-06 23:49:12;2025-01-06 23:49:18;2,65;1,77;4,42;10437;104370;101150
1;3;0002;2024-01-11 00:00;2025-01-06 23:49:18;2025-01-06 23:49:27;4,70;3,13;7,83;28023;280230;101150
1;3;0003;2024-01-11 00:00;2025-01-06 23:49:27;2025-01-06 23:49:38;5,77;3,85;9,62;40983;409830;101150
1;3;0000;2024-01-11 00:00;2025-01-06 23:49:12;2025-01-06 23:49:38;13,12;8,75;21,87;79443;794430;303450
1;4;0001;2024-01-15 00:00;2025-01-06 23:49:39;2025-01-06 23:49:45;2,79;1,86;4,65;10427;104270;101150
1;4;0002;2024-01-15 00:00;2025-01-06 23:49:45;2025-01-06 23:49:53;4,36;2,91;7,27;27866;278660;101150
1;4;0003;2024-01-15 00:00;2025-01-06 23:49:54;2025-01-06 23:50:04;5,65;3,76;9,41;40962;409620;101150
1;4;0000;2024-01-15 00:00;2025-01-06 23:49:39;2025-01-06 23:50:04;12,80;8,53;21,33;79255;792550;303450
1;5;0001;2024-01-19 00:00;2025-01-06 23:50:05;2025-01-06 23:50:11;2,75;1,83;4,58;10554;105540;101150
1;5;0002;2024-01-19 00:00;2025-01-06 23:50:11;2025-01-06 23:50:19;4,46;2,97;7,43;28323;283230;101150
1;5;0003;2024-01-19 00:00;2025-01-06 23:50:19;2025-01-06 23:50:30;5,51;3,68;9,19;41253;412530;101150
1;5;0000;2024-01-19 00:00;2025-01-06 23:50:05;2025-01-06 23:50:30;12,72;8,48;21,19;80130;801300;303450
1;6;0001;2024-01-23 00:00;2025-01-06 23:50:30;2025-01-06 23:50:36;2,82;1,88;4,70;10452;104520;101150
1;6;0002;2024-01-23 00:00;2025-01-06 23:50:36;2025-01-06 23:50:48;6,19;4,13;10,32;28125;281250;101150
1;6;0003;2024-01-23 00:00;2025-01-06 23:50:48;2025-01-06 23:51:01;7,29;4,86;12,15;41045;410450;101150
1;6;0000;2024-01-23 00:00;2025-01-06 23:50:30;2025-01-06 23:51:01;16,30;10,87;27,17;79622;796220;303450
1;7;0001;2024-01-27 00:00;2025-01-06 23:51:02;2025-01-06 23:51:09;3,29;2,19;5,48;10532;105320;101149
1;7;0002;2024-01-27 00:00;2025-01-06 23:51:09;2025-01-06 23:51:21;6,31;4,20;10,51;28145;281450;101149
1;7;0003;2024-01-27 00:00;2025-01-06 23:51:21;2025-01-06 23:51:34;6,23;4,15;10,38;41165;411650;101149
1;7;0000;2024-01-27 00:00;2025-01-06 23:51:02;2025-01-06 23:51:34;15,82;10,55;26,37;79842;798420;303447
