COD_REGIAO;COD_UF;COD_MUNICIPIO;COD_UFMUN
2;25;00908;2500908
2;25;01005;2501005
2;25;01104;2501104
2;25;01153;2501153
2;25;01203;2501203
2;25;01302;2501302
2;25;01351;2501351
2;25;01401;2501401
2;25;01500;2501500
2;25;01534;2501534
2;25;01609;2501609
2;25;01575;2501575
2;25;01708;2501708
2;25;01807;2501807
2;25;01906;2501906
2;25;02003;2502003
2;25;02052;2502052
2;25;02102;2502102
2;25;02151;2502151
2;25;02201;2502201
2;25;02300;2502300
2;25;02409;2502409
2;25;02508;2502508
2;25;02706;2502706
2;25;02805;2502805
2;25;02904;2502904
2;25;03001;2503001
2;25;03100;2503100
2;25;03209;2503209
2;25;03308;2503308
2;25;03407;2503407
2;25;03506;2503506
2;25;03555;2503555
2;25;03605;2503605
2;25;03704;2503704
2;25;03753;2503753
2;25;03803;2503803
2;25;03902;2503902
2;25;04009;2504009
2;25;04033;2504033
2;25;04074;2504074
2;25;04108;2504108
2;25;04157;2504157
2;25;04207;2504207
2;25;04306;2504306
2;25;04355;2504355
2;25;04405;2504405
2;25;04504;2504504
2;25;04603;2504603
2;25;04702;2504702
2;25;04801;2504801
2;25;04850;2504850
2;25;04900;2504900
2;25;05006;2505006
2;25;05105;2505105
2;25;05238;2505238
2;25;05204;2505204
2;25;05279;2505279
2;25;05303;2505303
2;25;05352;2505352
2;25;05402;2505402
2;25;05600;2505600
2;25;05709;2505709
2;25;05808;2505808
2;25;05907;2505907
2;25;06004;2506004
2;25;06103;2506103
2;25;06202;2506202
2;25;06251;2506251
2;25;06301;2506301
2;25;06400;2506400
2;25;06509;2506509
2;25;06608;2506608
2;25;02607;2502607
2;25;06707;2506707
2;25;06806;2506806
2;25;06905;2506905
2;25;07002;2507002
2;25;07101;2507101
2;25;07200;2507200
2;25;07309;2507309
2;25;07408;2507408
2;25;07507;2507507
2;25;13653;2513653
2;25;07606;2507606
2;25;07705;2507705
2;25;07804;2507804
2;25;07903;2507903
2;25;08000;2508000
2;25;08109;2508109
2;25;08208;2508208
2;25;08307;2508307
2;25;08406;2508406
2;25;08505;2508505
2;25;08554;2508554
2;25;08604;2508604
2;25;08703;2508703
2;25;08802;2508802
2;25;08901;2508901
2;25;09008;2509008
2;25;09057;2509057
2;25;09107;2509107
2;25;09156;2509156
2;25;09206;2509206
2;25;09305;2509305
2;25;09339;2509339
2;25;09370;2509370
2;25;09396;2509396
2;25;09404;2509404
2;25;09503;2509503
2;25;09602;2509602
2;25;09701;2509701
2;25;09800;2509800
2;25;09909;2509909
2;25;10006;2510006
2;25;10105;2510105
2;25;10204;2510204
2;25;10303;2510303
2;25;10402;2510402
2;25;10501;2510501
2;25;10600;2510600
2;25;10659;2510659
2;25;10709;2510709
2;25;10808;2510808
2;25;10907;2510907
2;25;11004;2511004
2;25;11103;2511103
2;25;11202;2511202
2;25;12721;2512721
2;25;11301;2511301
2;25;11400;2511400
2;25;11509;2511509
2;25;11608;2511608
2;25;11707;2511707
2;25;11806;2511806
2;25;11905;2511905
2;25;12002;2512002
2;25;12036;2512036
2;25;12077;2512077
2;25;12101;2512101
2;25;12200;2512200
2;25;12309;2512309
2;25;12408;2512408
2;25;12507;2512507
2;25;12606;2512606
2;25;12705;2512705
2;25;12747;2512747
2;25;12754;2512754
2;25;12762;2512762
2;25;12788;2512788
2;25;12804;2512804
2;25;12903;2512903
2;25;13000;2513000
2;25;13109;2513109
2;25;13158;2513158
2;25;13208;2513208
2;25;13307;2513307
2;25;13356;2513356
2;25;13406;2513406
2;25;13703;2513703
2;25;13802;2513802
2;25;13505;2513505
2;25;13604;2513604
2;25;13851;2513851
2;25;13927;2513927
2;25;13901;2513901
2;25;13968;2513968
2;25;13943;2513943
2;25;13984;2513984
2;25;14008;2514008
2;25;00700;2500700
2;25;14107;2514107
2;25;14206;2514206
2;25;14305;2514305
2;25;14404;2514404
2;25;14503;2514503
2;25;14552;2514552
2;25;14602;2514602
2;25;14651;2514651
2;25;14701;2514701
2;25;14800;2514800
2;25;14453;2514453
2;25;14909;2514909
2;25;15005;2515005
2;25;15104;2515104
2;25;15203;2515203
2;25;15401;2515401
2;25;15302;2515302
2;25;15500;2515500
2;25;15609;2515609
2;25;15708;2515708
2;25;15807;2515807
2;25;15906;2515906
2;25;15930;2515930
2;25;15971;2515971
2;25;16003;2516003
2;25;16102;2516102
2;25;16151;2516151
2;25;16201;2516201
2;25;16300;2516300
2;25;16409;2516409
2;25;16508;2516508
2;25;16607;2516607
2;25;16706;2516706
2;25;16755;2516755
2;25;16805;2516805
2;25;16904;2516904
2;25;17001;2517001
2;25;17100;2517100
2;25;17209;2517209
2;25;05501;2505501
2;25;17407;2517407
2;26;00054;2600054
2;26;00104;2600104
2;26;00203;2600203
2;26;00302;2600302
2;26;00401;2600401
2;26;00500;2600500
2;26;00609;2600609
2;26;00708;2600708
2;26;00807;2600807
2;26;00906;2600906
2;26;01003;2601003
2;26;01052;2601052
2;26;01102;2601102
2;26;01201;2601201
2;26;01300;2601300
2;26;01409;2601409
2;26;01508;2601508
2;26;01607;2601607
2;26;01706;2601706
2;26;01805;2601805
2;26;01904;2601904
2;26;02001;2602001
2;26;02100;2602100
2;26;02209;2602209
2;26;02308;2602308
2;26;02407;2602407
2;26;02506;2602506
2;26;02605;2602605
2;26;02704;2602704
2;26;02803;2602803
2;26;02902;2602902
2;26;03009;2603009
2;26;03108;2603108
2;26;03207;2603207
2;26;03306;2603306
2;26;03405;2603405
2;26;03454;2603454
2;26;03504;2603504
2;26;03603;2603603
2;26;03702;2603702
2;26;03801;2603801
2;26;03900;2603900
2;26;03926;2603926
2;26;04007;2604007
2;26;04106;2604106
2;26;04155;2604155
2;26;04205;2604205
2;26;04304;2604304
2;26;04403;2604403
2;26;04502;2604502
2;26;04601;2604601
2;26;04700;2604700
2;26;04809;2604809
2;26;04908;2604908
2;26;05004;2605004
2;26;05103;2605103
2;26;05152;2605152
2;26;05202;2605202
2;26;05301;2605301
2;26;05400;2605400
2;26;05459;2605459
2;26;05509;2605509
2;26;05608;2605608
2;26;05707;2605707
2;26;05806;2605806
2;26;05905;2605905
2;26;06002;2606002
2;26;06101;2606101
2;26;06200;2606200
2;26;06309;2606309
2;26;06408;2606408
2;26;06507;2606507
2;26;06606;2606606
2;26;06705;2606705
2;26;06804;2606804
2;26;06903;2606903
2;26;07604;2607604
2;26;07000;2607000
2;26;07109;2607109
2;26;07208;2607208
2;26;07307;2607307
2;26;07406;2607406
2;26;07505;2607505
2;26;07653;2607653
2;26;07703;2607703
2;26;07752;2607752
2;26;07802;2607802
2;26;07901;2607901
2;26;07950;2607950
2;26;08008;2608008
2;26;08057;2608057
2;26;08107;2608107
2;26;08206;2608206
2;26;08255;2608255
2;26;08305;2608305
2;26;08404;2608404
2;26;08503;2608503
2;26;08453;2608453
2;26;08602;2608602
2;26;08701;2608701
2;26;08750;2608750
2;26;08800;2608800
2;26;08909;2608909
2;26;09006;2609006
2;26;09105;2609105
2;26;09154;2609154
2;26;09204;2609204
2;26;09303;2609303
2;26;14303;2614303
2;26;09402;2609402
2;26;09501;2609501
2;26;09600;2609600
2;26;09709;2609709
2;26;09808;2609808
2;26;09907;2609907
2;26;10004;2610004
2;26;10103;2610103
2;26;10202;2610202
2;26;10301;2610301
2;26;10400;2610400
2;26;10509;2610509
2;26;10608;2610608
2;26;10707;2610707
2;26;10806;2610806
2;26;10905;2610905
2;26;11002;2611002
2;26;11101;2611101
2;26;11200;2611200
2;26;11309;2611309
2;26;11408;2611408
2;26;11507;2611507
2;26;11533;2611533
2;26;11606;2611606
2;26;11705;2611705
2;26;11804;2611804
2;26;11903;2611903
2;26;12000;2612000
2;26;12109;2612109
2;26;12208;2612208
2;26;12307;2612307
2;26;12406;2612406
2;26;12455;2612455
2;26;12471;2612471
2;26;12505;2612505
2;26;12554;2612554
2;26;12604;2612604
2;26;12703;2612703
2;26;12802;2612802
2;26;12901;2612901
2;26;13008;2613008
2;26;13107;2613107
2;26;13206;2613206
2;26;13305;2613305
2;26;13404;2613404
2;26;13503;2613503
2;26;13602;2613602
2;26;13701;2613701
2;26;13800;2613800
2;26;13909;2613909
2;26;14006;2614006
2;26;14105;2614105
2;26;14204;2614204
2;26;14402;2614402
2;26;14501;2614501
2;26;14600;2614600
2;26;14709;2614709
2;26;14808;2614808
2;26;14857;2614857
2;26;15003;2615003
2;26;15102;2615102
2;26;15201;2615201
2;26;15300;2615300
2;26;15409;2615409
2;26;15508;2615508
2;26;15607;2615607
2;26;15706;2615706
2;26;15805;2615805
2;26;15904;2615904
2;26;16001;2616001
2;26;16100;2616100
2;26;16183;2616183
2;26;16209;2616209
2;26;16308;2616308
2;26;16407;2616407
2;26;16506;2616506
2;27;00102;2700102
2;27;00201;2700201
2;27;00300;2700300
2;27;00409;2700409
2;27;00508;2700508
2;27;00607;2700607
2;27;00706;2700706
2;27;00805;2700805
2;27;00904;2700904
2;27;01001;2701001
2;27;01100;2701100
2;27;01209;2701209
2;27;01308;2701308
2;27;01357;2701357
2;27;01407;2701407
2;27;01506;2701506
2;27;01605;2701605
2;27;01704;2701704
2;27;01803;2701803
2;27;01902;2701902
2;27;02009;2702009
2;27;02108;2702108
2;27;02207;2702207
2;27;02306;2702306
2;27;02355;2702355
2;27;02405;2702405
2;27;02504;2702504
2;27;02553;2702553
2;27;02603;2702603
2;27;02702;2702702
2;27;02801;2702801
2;27;02900;2702900
2;27;03007;2703007
2;27;03106;2703106
2;27;03205;2703205
2;27;03304;2703304
2;27;03403;2703403
2;27;03502;2703502
2;27;03601;2703601
2;27;03700;2703700
2;27;03759;2703759
2;27;03809;2703809
2;27;03908;2703908
2;27;04005;2704005
2;27;04104;2704104
2;27;04203;2704203
2;27;04302;2704302
2;27;04401;2704401
2;27;04906;2704906
2;27;04500;2704500
2;27;04609;2704609
2;27;04708;2704708
2;27;04807;2704807
2;27;05002;2705002
2;27;05101;2705101
2;27;05200;2705200
2;27;05309;2705309
2;27;05408;2705408
2;27;05507;2705507
2;27;05606;2705606
2;27;05705;2705705
2;27;05804;2705804
2;27;05903;2705903
2;27;06000;2706000
2;27;06109;2706109
2;27;06208;2706208
2;27;06307;2706307
2;27;06406;2706406
2;27;06422;2706422
2;27;06448;2706448
2;27;06505;2706505
2;27;06604;2706604
2;27;06703;2706703
2;27;06802;2706802
2;27;06901;2706901
2;27;07008;2707008
2;27;07107;2707107
2;27;07206;2707206
2;27;07305;2707305
2;27;07404;2707404
2;27;07503;2707503
2;27;07602;2707602
2;27;07701;2707701
2;27;07800;2707800
2;27;07909;2707909
2;27;08006;2708006
2;27;08105;2708105
2;27;08204;2708204
2;27;08303;2708303
2;27;08402;2708402
2;27;08501;2708501
2;27;08600;2708600
2;27;08709;2708709
2;27;08808;2708808
2;27;08907;2708907
2;27;08956;2708956
2;27;09004;2709004
2;27;09103;2709103
2;27;09152;2709152
2;27;09202;2709202
2;27;09301;2709301
2;27;09400;2709400
2;28;00100;2800100
2;28;00209;2800209
2;28;00308;2800308
2;28;00407;2800407
2;28;00506;2800506
2;28;00605;2800605
2;28;00670;2800670
2;28;00704;2800704
2;28;01009;2801009
2;28;01108;2801108
2;28;01207;2801207
2;28;01306;2801306
2;28;01405;2801405
2;28;01504;2801504
2;28;01603;2801603
2;28;01702;2801702
2;28;01900;2801900
2;28;02007;2802007
2;28;02106;2802106
2;28;02205;2802205
2;28;02304;2802304
2;28;02403;2802403
2;28;02502;2802502
2;28;02601;2802601
2;28;02700;2802700
2;28;02809;2802809
2;28;02908;2802908
2;28;03005;2803005
2;28;03104;2803104
2;28;03203;2803203
2;28;03302;2803302
2;28;03401;2803401
2;28;03500;2803500
2;28;03609;2803609
2;28;03708;2803708
2;28;03807;2803807
2;28;03906;2803906
2;28;04003;2804003
2;28;04102;2804102
2;28;04201;2804201
2;28;04300;2804300
2;28;04409;2804409
2;28;04458;2804458
2;28;04508;2804508
2;28;04607;2804607
2;28;04706;2804706
2;28;04805;2804805
2;28;04904;2804904
2;28;05000;2805000
2;28;05109;2805109
2;28;05208;2805208
2;28;05307;2805307
2;28;05406;2805406
2;28;05505;2805505
2;28;05604;2805604
2;28;05703;2805703
2;28;05802;2805802
2;28;05901;2805901
2;28;06008;2806008
2;28;06107;2806107
2;28;06206;2806206
2;28;06305;2806305
2;28;06503;2806503
2;28;06404;2806404
2;28;06602;2806602
2;28;06701;2806701
2;28;06800;2806800
2;28;06909;2806909
2;28;07006;2807006
2;28;07105;2807105
2;28;07204;2807204
2;28;07303;2807303
2;28;07402;2807402
2;28;07501;2807501
2;28;07600;2807600
2;29;00108;2900108
2;29;00207;2900207
2;29;00306;2900306
2;29;00355;2900355
2;29;00405;2900405
2;29;00603;2900603
2;29;00702;2900702
2;29;00801;2900801
2;29;00900;2900900
2;29;01007;2901007
2;29;01106;2901106
2;29;01155;2901155
2;29;01205;2901205
2;29;01304;2901304
2;29;01353;2901353
2;29;01403;2901403
2;29;01502;2901502
2;29;01601;2901601
2;29;01700;2901700
2;29;01809;2901809
2;29;01908;2901908
2;29;01957;2901957
2;29;02054;2902054
2;29;02005;2902005
2;29;02104;2902104
2;29;02203;2902203
2;29;02252;2902252
2;29;02302;2902302
2;29;02401;2902401
2;29;02500;2902500
2;29;02609;2902609
2;29;02658;2902658
2;29;02708;2902708
2;29;02807;2902807
2;29;02906;2902906
2;29;03003;2903003
2;29;03102;2903102
2;29;03201;2903201
2;29;03235;2903235
2;29;03300;2903300
2;29;03276;2903276
2;29;03409;2903409
2;29;03508;2903508
2;29;03607;2903607
2;29;03706;2903706
2;29;03805;2903805
2;29;03904;2903904
2;29;03953;2903953
2;29;04001;2904001
2;29;04050;2904050
2;29;04100;2904100
2;29;04209;2904209
2;29;04308;2904308
2;29;04407;2904407
2;29;04506;2904506
2;29;04605;2904605
2;29;04704;2904704
2;29;04753;2904753
2;29;04803;2904803
2;29;04852;2904852
2;29;04902;2904902
2;29;05008;2905008
2;29;05107;2905107
2;29;05156;2905156
2;29;05206;2905206
2;29;05305;2905305
2;29;05404;2905404
2;29;05503;2905503
2;29;05602;2905602
2;29;05701;2905701
2;29;05800;2905800
2;29;05909;2905909
2;29;06006;2906006
2;29;06105;2906105
2;29;06204;2906204
2;29;06303;2906303
2;29;06402;2906402
2;29;06501;2906501
2;29;06600;2906600
2;29;06709;2906709
2;29;06808;2906808
2;29;06824;2906824
2;29;06857;2906857
2;29;06873;2906873
2;29;06899;2906899
2;29;06907;2906907
2;29;07004;2907004
2;29;07103;2907103
2;29;07202;2907202
2;29;07301;2907301
2;29;07400;2907400
2;29;07509;2907509
2;29;07558;2907558
2;29;07608;2907608
2;29;07707;2907707
2;29;07806;2907806
2;29;07905;2907905
2;29;08002;2908002
2;29;08101;2908101
2;29;08200;2908200
2;29;08309;2908309
2;29;08408;2908408
2;29;08507;2908507
2;29;08606;2908606
2;29;08705;2908705
2;29;08804;2908804
2;29;08903;2908903
2;29;09000;2909000
2;29;09109;2909109
2;29;09208;2909208
2;29;09307;2909307
2;29;09406;2909406
2;29;09505;2909505
2;29;09604;2909604
2;29;09703;2909703
2;29;09802;2909802
2;29;09901;2909901
2;29;10008;2910008
2;29;10057;2910057
2;29;10107;2910107
2;29;10206;2910206
2;29;10305;2910305
2;29;10404;2910404
2;29;10503;2910503
2;29;00504;2900504
2;29;10602;2910602
2;29;10701;2910701
2;29;10727;2910727
2;29;10750;2910750
2;29;10776;2910776
2;29;10800;2910800
2;29;10859;2910859
2;29;10909;2910909
2;29;11006;2911006
2;29;11105;2911105
2;29;11204;2911204
2;29;11253;2911253
2;29;11303;2911303
2;29;11402;2911402
2;29;11501;2911501
2;29;11600;2911600
2;29;11659;2911659
2;29;11709;2911709
2;29;11808;2911808
2;29;11857;2911857
2;29;11907;2911907
2;29;12004;2912004
2;29;12103;2912103
2;29;12202;2912202
2;29;12301;2912301
2;29;12400;2912400
2;29;12509;2912509
2;29;12608;2912608
2;29;12707;2912707
2;29;12806;2912806
2;29;12905;2912905
2;29;13002;2913002
2;29;13101;2913101
2;29;13200;2913200
2;29;13309;2913309
2;29;13408;2913408
2;29;13457;2913457
2;29;13507;2913507
2;29;13606;2913606
2;29;13705;2913705
2;29;13804;2913804
2;29;13903;2913903
2;29;14000;2914000
2;29;14109;2914109
2;29;14208;2914208
2;29;14307;2914307
2;29;14406;2914406
2;29;14505;2914505
2;29;14604;2914604
2;29;14653;2914653
2;29;14703;2914703
2;29;14802;2914802
2;29;14901;2914901
2;29;15007;2915007
2;29;15106;2915106
2;29;15205;2915205
2;29;15304;2915304
2;29;15353;2915353
2;29;15403;2915403
2;29;15502;2915502
2;29;15601;2915601
2;29;15700;2915700
2;29;15809;2915809
2;29;15908;2915908
2;29;16005;2916005
2;29;16104;2916104
2;29;16203;2916203
2;29;16302;2916302
2;29;16401;2916401
2;29;16500;2916500
2;29;16609;2916609
2;29;16708;2916708
2;29;16807;2916807
2;29;16856;2916856
2;29;16906;2916906
2;29;17003;2917003
2;29;17102;2917102
2;29;17201;2917201
2;29;17300;2917300
2;29;17334;2917334
2;29;17359;2917359
2;29;17409;2917409
2;29;17508;2917508
2;29;17607;2917607
2;29;17706;2917706
2;29;17805;2917805
2;29;17904;2917904
2;29;18001;2918001
2;29;18100;2918100
2;29;18209;2918209
2;29;18308;2918308
2;29;18357;2918357
2;29;18407;2918407
2;29;18456;2918456
2;29;18506;2918506
2;29;18555;2918555
2;29;18605;2918605
2;29;18704;2918704
2;29;18753;2918753
2;29;18803;2918803
2;29;18902;2918902
2;29;19009;2919009
2;29;19058;2919058
2;29;19108;2919108
2;29;19157;2919157
2;29;19207;2919207
2;29;19306;2919306
2;29;19405;2919405
2;29;19504;2919504
2;29;19553;2919553
2;29;19603;2919603
2;29;19702;2919702
2;29;19801;2919801
2;29;19900;2919900
2;29;19926;2919926
2;29;19959;2919959
2;29;20007;2920007
2;29;20106;2920106
2;29;20205;2920205
2;29;20304;2920304
2;29;20403;2920403
2;29;20452;2920452
2;29;20502;2920502
2;29;20601;2920601
2;29;20700;2920700
2;29;20809;2920809
2;29;20908;2920908
2;29;21005;2921005
2;29;21054;2921054
2;29;21104;2921104
2;29;21203;2921203
2;29;21302;2921302
2;29;21401;2921401
2;29;21450;2921450
2;29;21500;2921500
2;29;21609;2921609
2;29;21708;2921708
2;29;21807;2921807
2;29;21906;2921906
2;29;22003;2922003
2;29;22052;2922052
2;29;22102;2922102
2;29;22201;2922201
2;29;22250;2922250
2;29;22300;2922300
2;29;22409;2922409
2;29;22508;2922508
2;29;22607;2922607
2;29;22656;2922656
2;29;22706;2922706
2;29;22730;2922730
2;29;22755;2922755
2;29;22805;2922805
2;29;22854;2922854
2;29;22904;2922904
2;29;23001;2923001
2;29;23035;2923035
2;29;23050;2923050
2;29;23100;2923100
2;29;23209;2923209
2;29;23308;2923308
2;29;23357;2923357
2;29;23407;2923407
2;29;23506;2923506
2;29;23605;2923605
2;29;23704;2923704
2;29;23803;2923803
2;29;23902;2923902
2;29;24009;2924009
2;29;24058;2924058
2;29;24108;2924108
2;29;24207;2924207
2;29;24306;2924306
2;29;24405;2924405
2;29;24504;2924504
2;29;24603;2924603
2;29;24652;2924652
2;29;24678;2924678
2;29;24702;2924702
2;29;24801;2924801
2;29;24900;2924900
2;29;25006;2925006
2;29;25105;2925105
2;29;25204;2925204
2;29;25253;2925253
2;29;25303;2925303
2;29;25402;2925402
2;29;25501;2925501
2;29;25600;2925600
2;29;25709;2925709
2;29;25758;2925758
2;29;25808;2925808
2;29;25907;2925907
2;29;25931;2925931
2;29;25956;2925956
2;29;26004;2926004
2;29;26103;2926103
2;29;26202;2926202
2;29;26301;2926301
2;29;26400;2926400
2;29;26509;2926509
2;29;26608;2926608
2;29;26657;2926657
2;29;26707;2926707
2;29;26806;2926806
2;29;26905;2926905
2;29;27002;2927002
2;29;27101;2927101
2;29;27200;2927200
2;29;27309;2927309
2;29;27408;2927408
2;29;27507;2927507
2;29;27606;2927606
2;29;27705;2927705
2;29;27804;2927804
2;29;27903;2927903
2;29;28059;2928059
2;29;28109;2928109
2;29;28406;2928406
2;29;28505;2928505
2;29;28000;2928000
2;29;28208;2928208
2;29;28307;2928307
2;29;28604;2928604
2;29;28703;2928703
2;29;28802;2928802
2;29;28901;2928901
2;29;28950;2928950
2;29;29107;2929107
2;29;29008;2929008
2;29;29057;2929057
2;29;29206;2929206
2;29;29255;2929255
2;29;29305;2929305
2;29;29354;2929354
2;29;29370;2929370
2;29;29404;2929404
2;29;29503;2929503
2;29;29602;2929602
2;29;29701;2929701
2;29;29750;2929750
2;29;29800;2929800
2;29;29909;2929909
2;29;30006;2930006
2;29;30105;2930105
2;29;30204;2930204
2;29;30154;2930154
2;29;30303;2930303
2;29;30402;2930402
2;29;30501;2930501
2;29;30600;2930600
2;29;30709;2930709
2;29;30758;2930758
2;29;30766;2930766
2;29;30774;2930774
2;29;30808;2930808
2;29;30907;2930907
2;29;31004;2931004
2;29;31053;2931053
2;29;31103;2931103
2;29;31202;2931202
2;29;31301;2931301
2;29;31350;2931350
2;29;31400;2931400
2;29;31509;2931509
2;29;31608;2931608
2;29;31707;2931707
2;29;31806;2931806
2;29;31905;2931905
2;29;32002;2932002
2;29;32101;2932101
2;29;32200;2932200
2;29;32309;2932309
2;29;32408;2932408
2;29;32457;2932457
2;29;32507;2932507
2;29;32606;2932606
2;29;32705;2932705
2;29;32804;2932804
2;29;32903;2932903
2;29;33000;2933000
2;29;33059;2933059
2;29;33109;2933109
2;29;33158;2933158
2;29;33174;2933174
2;29;33208;2933208
2;29;33257;2933257
2;29;33307;2933307
2;29;33406;2933406
2;29;33455;2933455
2;29;33505;2933505
2;29;33604;2933604
3;31;00104;3100104
3;31;00203;3100203
3;31;00302;3100302
3;31;00401;3100401
3;31;00500;3100500
3;31;00609;3100609
3;31;00708;3100708
3;31;00807;3100807
3;31;00906;3100906
3;31;01003;3101003
3;31;01102;3101102
3;31;01201;3101201
3;31;01300;3101300
3;31;01409;3101409
3;31;01508;3101508
3;31;01607;3101607
3;31;01631;3101631
3;31;01706;3101706
3;31;01805;3101805
3;31;01904;3101904
3;31;02001;3102001
3;31;02050;3102050
3;31;53509;3153509
3;31;02100;3102100
3;31;02209;3102209
3;31;02308;3102308
3;31;02407;3102407
3;31;02506;3102506
3;31;02605;3102605
3;31;02803;3102803
3;31;02852;3102852
3;31;02902;3102902
3;31;03009;3103009
3;31;03108;3103108
3;31;03207;3103207
3;31;03306;3103306
3;31;03405;3103405
3;31;03504;3103504
3;31;03603;3103603
3;31;03702;3103702
3;31;03751;3103751
3;31;03801;3103801
3;31;03900;3103900
3;31;04007;3104007
3;31;04106;3104106
3;31;04205;3104205
3;31;04304;3104304
3;31;04403;3104403
3;31;04452;3104452
3;31;04502;3104502
3;31;04601;3104601
3;31;04700;3104700
3;31;04809;3104809
3;31;04908;3104908
3;31;05004;3105004
3;31;05103;3105103
3;31;05202;3105202
3;31;05301;3105301
3;31;05400;3105400
3;31;05509;3105509
3;31;05608;3105608
3;31;05707;3105707
3;31;05905;3105905
3;31;06002;3106002
3;31;06101;3106101
3;31;06200;3106200
3;31;06309;3106309
3;31;06408;3106408
3;31;06507;3106507
3;31;06655;3106655
3;31;06606;3106606
3;31;06705;3106705
3;31;06804;3106804
3;31;06903;3106903
3;31;07000;3107000
3;31;07109;3107109
3;31;07208;3107208
3;31;07307;3107307
3;31;07406;3107406
3;31;07505;3107505
3;31;07604;3107604
3;31;07703;3107703
3;31;07802;3107802
3;31;07901;3107901
3;31;08008;3108008
3;31;08107;3108107
3;31;08206;3108206
3;31;08255;3108255
3;31;08305;3108305
3;31;08404;3108404
3;31;08503;3108503
3;31;08701;3108701
3;31;08552;3108552
3;31;08602;3108602
3;31;08800;3108800
3;31;08909;3108909
3;31;09006;3109006
3;31;09105;3109105
3;31;09204;3109204
3;31;09253;3109253
3;31;09303;3109303
3;31;09402;3109402
3;31;09451;3109451
3;31;09501;3109501
3;31;09600;3109600
3;31;09709;3109709
3;31;02704;3102704
3;31;09808;3109808
3;31;09907;3109907
3;31;10004;3110004
3;31;10103;3110103
3;31;10202;3110202
3;31;10301;3110301
3;31;10400;3110400
3;31;10509;3110509
3;31;10608;3110608
3;31;10707;3110707
3;31;10806;3110806
3;31;10905;3110905
3;31;11002;3111002
3;31;11101;3111101
3;31;11150;3111150
3;31;11200;3111200
3;31;11309;3111309
3;31;11408;3111408
3;31;11507;3111507
3;31;11606;3111606
3;31;11903;3111903
3;31;11705;3111705
3;31;11804;3111804
3;31;12000;3112000
3;31;12059;3112059
3;31;12109;3112109
3;31;12208;3112208
3;31;12307;3112307
3;31;12406;3112406
3;31;12505;3112505
3;31;12604;3112604
3;31;12653;3112653
3;31;12703;3112703
3;31;12802;3112802
3;31;12901;3112901
3;31;13008;3113008
3;31;13107;3113107
3;31;13206;3113206
3;31;13305;3113305
3;31;13404;3113404
3;31;13503;3113503
3;31;13602;3113602
3;31;13701;3113701
3;31;13800;3113800
3;31;13909;3113909
3;31;14006;3114006
3;31;14105;3114105
3;31;14204;3114204
3;31;14303;3114303
3;31;14402;3114402
3;31;14501;3114501
3;31;14550;3114550
3;31;14600;3114600
3;31;14709;3114709
3;31;14808;3114808
3;31;14907;3114907
3;31;15003;3115003
3;31;15102;3115102
3;31;15300;3115300
3;31;15359;3115359
3;31;15409;3115409
3;31;15458;3115458
3;31;15474;3115474
3;31;15508;3115508
3;31;15607;3115607
3;31;15706;3115706
3;31;15805;3115805
3;31;15904;3115904
3;31;16001;3116001
3;31;16100;3116100
3;31;16159;3116159
3;31;16209;3116209
3;31;16308;3116308
3;31;16407;3116407
3;31;16506;3116506
3;31;16605;3116605
3;31;16704;3116704
3;31;16803;3116803
3;31;16902;3116902
3;31;17009;3117009
3;31;17108;3117108
3;31;15201;3115201
3;31;17306;3117306
3;31;17207;3117207
3;31;17405;3117405
3;31;17504;3117504
3;31;17603;3117603
3;31;17702;3117702
3;31;17801;3117801
3;31;17836;3117836
3;31;17876;3117876
3;31;17900;3117900
3;31;18007;3118007
3;31;18106;3118106
3;31;18205;3118205
3;31;18304;3118304
3;31;18403;3118403
3;31;18502;3118502
3;31;18601;3118601
3;31;18700;3118700
3;31;18809;3118809
3;31;18908;3118908
3;31;19005;3119005
3;31;19104;3119104
3;31;19203;3119203
3;31;19302;3119302
3;31;19401;3119401
3;31;19500;3119500
3;31;19609;3119609
3;31;19708;3119708
3;31;19807;3119807
3;31;19906;3119906
3;31;19955;3119955
3;31;20003;3120003
3;31;20102;3120102
3;31;20151;3120151
3;31;20201;3120201
3;31;20300;3120300
3;31;20409;3120409
3;31;20508;3120508
3;31;20607;3120607
3;31;20706;3120706
3;31;20805;3120805
3;31;20839;3120839
3;31;20870;3120870
3;31;20904;3120904
3;31;21001;3121001
3;31;21100;3121100
3;31;21209;3121209
3;31;21258;3121258
3;31;21308;3121308
3;31;21407;3121407
3;31;21506;3121506
3;31;21605;3121605
3;31;21704;3121704
3;31;21803;3121803
3;31;21902;3121902
3;31;22009;3122009
3;31;22108;3122108
3;31;22207;3122207
3;31;22306;3122306
3;31;22355;3122355
3;31;22405;3122405
3;31;22454;3122454
3;31;22470;3122470
3;31;22504;3122504
3;31;22603;3122603
3;31;22702;3122702
3;31;22801;3122801
3;31;22900;3122900
3;31;23007;3123007
3;31;23106;3123106
3;31;23205;3123205
3;31;23304;3123304
3;31;23403;3123403
3;31;23502;3123502
3;31;23528;3123528
3;31;23601;3123601
3;31;23700;3123700
3;31;23809;3123809
3;31;23858;3123858
3;31;23908;3123908
3;31;24005;3124005
3;31;24104;3124104
3;31;24203;3124203
3;31;24302;3124302
3;31;24401;3124401
3;31;24500;3124500
3;31;24609;3124609
3;31;24708;3124708
3;31;24807;3124807
